timestamp_utc,scan_id,scan_source,market_phase,scan_execution_time_ms,mode,account_size,timing_ok,source,trade_count,top_name,top_symbol,current_price,entry,stop,target,shares,confidence,reason,benchmark_sp500,benchmark_nasdaq,paper_trade_enabled,paper_trade_candidate_count,paper_trade_long_candidate_count,paper_trade_short_candidate_count,paper_trade_placed_count,paper_trade_placed_long_count,paper_trade_placed_short_count,paper_candidate_symbols,paper_candidate_confidences,paper_skipped_symbols,paper_skip_reasons,paper_placed_symbols,paper_trade_ids
2026-03-30T17:50:01.834912+00:00,2026-03-30T17-50-01.834912+00-00_primary,SCHEDULED,MIDDAY,5445,primary,1000.0,True,PRIMARY,0,,,,,,,,,No trade today,SELL,SELL,True,5,1,4,0,0,0,"RIVN,SOFI,SNAP,HIMS,JOBY","91.0,90.0,80.0,80.0,80.0","RIVN,SOFI,SNAP,HIMS,JOBY",RIVN:notional_limit_too_small|SOFI:symbol_already_open|SNAP:no_remaining_position_slots|HIMS:symbol_already_open|JOBY:symbol_already_open,,
2026-03-30T18:00:02.348769+00:00,2026-03-30T18-00-02.348769+00-00_secondary,SCHEDULED,AFTERNOON,6655,secondary,1000.0,True,SECONDARY,0,,,,,,,,,No trade today,SELL,SELL,True,2,0,2,0,0,0,"LCID,ACHR","70.0,70.0","LCID,ACHR",LCID:no_remaining_position_slots|ACHR:symbol_already_open,,
2026-03-30T18:10:02.404725+00:00,2026-03-30T18-10-02.404725+00-00_third,SCHEDULED,AFTERNOON,5357,third,1000.0,True,THIRD,0,,,,,,,,,No trade today,SELL,SELL,True,2,0,2,0,0,0,"BITF,RKLB","70.0,70.0","BITF,RKLB",BITF:no_remaining_position_slots|RKLB:no_remaining_position_slots,,
2026-03-30T18:20:01.862584+00:00,2026-03-30T18-20-01.862584+00-00_fourth,SCHEDULED,AFTERNOON,6385,fourth,1000.0,True,FOURTH,0,,,,,,,,,No trade today,SELL,SELL,True,2,0,2,0,0,0,"QBTS,IONQ","70.0,70.0","QBTS,IONQ",QBTS:no_remaining_position_slots|IONQ:symbol_already_open,,
2026-03-30T18:30:02.148677+00:00,2026-03-30T18-30-02.148677+00-00_core_one,SCHEDULED,AFTERNOON,6377,core_one,1000.0,True,CORE_ONE,0,,,,,,,,,No trade today,SELL,SELL,True,6,0,6,0,0,0,"NVDA,TSLA,AAPL,AMD,PLTR,MSFT","100.0,100.0,100.0,90.0,90.0,90.0","NVDA,TSLA,AAPL,AMD,PLTR,MSFT",NVDA:symbol_already_open|TSLA:symbol_already_open|AAPL:symbol_already_open|AMD:no_remaining_position_slots|PLTR:symbol_already_open|MSFT:symbol_already_open,,
2026-03-30T18:40:02.450034+00:00,2026-03-30T18-40-02.450034+00-00_core_two,SCHEDULED,AFTERNOON,5797,core_two,1000.0,True,CORE_TWO,0,,,,,,,,,No trade today,SELL,SELL,True,4,1,3,0,0,0,"META,GOOGL,AVGO,MU","90.0,90.0,80.0,80.0","META,GOOGL,AVGO,MU",META:no_remaining_position_slots|GOOGL:symbol_already_open|AVGO:symbol_already_open|MU:no_remaining_position_slots,,
2026-03-30T18:50:01.973306+00:00,2026-03-30T18-50-01.973306+00-00_primary,SCHEDULED,AFTERNOON,6424,primary,1000.0,True,PRIMARY,0,,,,,,,,,No trade today,SELL,SELL,True,4,0,4,0,0,0,"RIVN,SOFI,HIMS,JOBY","91.0,90.0,80.0,80.0","RIVN,SOFI,HIMS,JOBY",RIVN:notional_limit_too_small|SOFI:symbol_already_open|HIMS:symbol_already_open|JOBY:symbol_already_open,,
2026-03-30T19:00:02.435142+00:00,2026-03-30T19-00-02.435142+00-00_secondary,SCHEDULED,AFTERNOON,7495,secondary,1000.0,True,SECONDARY,0,,,,,,,,,No trade today,SELL,SELL,True,2,0,2,0,0,0,"LCID,ACHR","70.0,70.0","LCID,ACHR",LCID:no_remaining_position_slots|ACHR:symbol_already_open,,
2026-03-30T19:10:02.366968+00:00,2026-03-30T19-10-02.366968+00-00_third,SCHEDULED,AFTERNOON,5846,third,1000.0,True,THIRD,0,,,,,,,,,No trade today,SELL,SELL,True,2,0,2,0,0,0,"BITF,RKLB","70.0,70.0","BITF,RKLB",BITF:no_remaining_position_slots|RKLB:no_remaining_position_slots,,
2026-03-30T19:20:02.534805+00:00,2026-03-30T19-20-02.534805+00-00_fourth,SCHEDULED,AFTERNOON,5651,fourth,1000.0,True,FOURTH,0,,,,,,,,,No trade today,SELL,SELL,True,2,0,2,0,0,0,"QBTS,IONQ","70.0,70.0","QBTS,IONQ",QBTS:no_remaining_position_slots|IONQ:symbol_already_open,,
2026-03-30T19:30:02.529721+00:00,2026-03-30T19-30-02.529721+00-00_core_one,SCHEDULED,POWER_HOUR,7164,core_one,1000.0,True,CORE_ONE,0,,,,,,,,,No trade today,SELL,SELL,True,6,0,6,2,0,2,"NVDA,TSLA,AAPL,AMD,PLTR,MSFT","100.0,100.0,100.0,90.0,90.0,90.0","TSLA,AMD,PLTR,MSFT",TSLA:position_size_too_small_after_slot_compression|AMD:position_size_too_small_after_slot_compression|PLTR:position_size_too_small_after_slot_compression|MSFT:position_size_too_small_after_slot_compression,"NVDA,AAPL","scanner-NVDA-SELL-1643850-1,scanner-AAPL-SELL-2458750-1"
2026-03-30T19:40:02.424044+00:00,2026-03-30T19-40-02.424044+00-00_core_two,SCHEDULED,POWER_HOUR,5336,core_two,1000.0,True,CORE_TWO,0,,,,,,,,,No trade today,SELL,SELL,True,4,0,4,0,0,0,"AMZN,GOOGL,AVGO,MU","90.0,90.0,80.0,80.0","AMZN,GOOGL,AVGO,MU",AMZN:position_size_too_small_after_slot_compression|GOOGL:position_size_too_small_after_slot_compression|AVGO:position_size_too_small_after_slot_compression|MU:position_size_too_small_after_slot_compression,,
2026-03-30T19:50:02.329360+00:00,2026-03-30T19-50-02.329360+00-00_primary,SCHEDULED,POWER_HOUR,5024,primary,1000.0,True,PRIMARY,0,,,,,,,,,No trade today,SELL,SELL,True,5,1,4,0,0,0,"RIVN,SOFI,SNAP,HIMS,JOBY","100.0,90.0,80.0,80.0,80.0","RIVN,SOFI,SNAP,HIMS,JOBY",RIVN:notional_limit_too_small|SOFI:position_size_too_small_after_slot_compression|SNAP:position_size_too_small_after_slot_compression|HIMS:position_size_too_small_after_slot_compression|JOBY:position_size_too_small_after_slot_compression,,
